reactome ,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,col1,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-ATH-1119620,GDP-L-fucose biosynthesis I (from GDP-D-mannose),6,17,0,0,0.01395730706,0.9796238668,0.9996689194,2,2,0.002699055331,-0.1580442483,3702,Arabidopsis thaliana,AT4G33360;AT3G51160;AT5G66280;AT1G73250;AT3G46440;AT5G59290,AT4G33360;AT3G51160;AT5G66280;AT1G73250;AT3G46440;AT5G59290,,,R-ATH-1120778;R-ATH-1121505
R-ATH-1119428,GDP-D-rhamnose biosynthesis,5,15,0,0,0.01231527094,0.9800640388,0.9996689194,1,1,0.001349527665,-0.1925006704,3702,Arabidopsis thaliana,AT4G33360;AT3G51160;AT5G66280;AT3G46440;AT5G59290,AT4G33360;AT3G51160;AT5G66280;AT3G46440;AT5G59290,,,R-ATH-1120778
R-ATH-1119523,Tetrahydrofolate biosynthesis II,4,13,0,0,0.01067323481,0.9812277073,0.9996689194,2,7,0.009446693657,0.2475474085,3702,Arabidopsis thaliana,AT4G34570;AT2G16370;AT5G62980;AT3G11750,AT4G34570;AT2G16370;AT5G62980;AT3G11750,,,R-ATH-1120019;R-ATH-1120141
R-ATH-1119452,Galactose degradation II,10,14,12,29,0.01149425287,0.9827392812,0.9996689194,3,4,0.005398110661,-0.065446276,3702,Arabidopsis thaliana,AT5G49190;AT1G12780;AT1G64440;AT3G06580;AT4G10960;AT4G23920;AT4G02280;AT1G73370;AT1G63180;AT3G43190,AT5G49190;AT1G12780;AT1G64440;AT3G06580;AT4G10960;AT4G23920;AT4G02280;AT1G73370;AT1G63180;AT3G43190,AT1G01220;AT5G51940;AT1G12780;AT1G64440;AT2G26930;AT4G10960;AT4G23920;AT2G04630;AT5G27450;AT1G11475;AT3G01640;AT1G63180,AT3G06580,R-ATH-1120067;R-ATH-1121059;R-ATH-1120124
R-ATH-1119594,Pyridoxal 5'-phosphate biosynthesis,1,6,0,0,0.004926108374,0.9854874912,0.9996689194,1,2,0.002699055331,-0.071795381,3702,Arabidopsis thaliana,AT4G15560,AT4G15560,,,R-ATH-1121157
R-ATH-1119531,Flavonoid biosynthesis,0,1,7,19,8.21E-04,0.9867524116,0.9996689194,2,2,0.002699055331,0.669113216,3702,Arabidopsis thaliana,,,AT5G47630;AT3G51240;AT1G74960;AT5G46290;AT2G44620;AT4G23990;AT1G65290,AT5G13930,R-ATH-1119714;R-ATH-1120784
R-ATH-1119513,Pinobanksin biosynthesis,0,1,7,19,8.21E-04,0.9867524116,0.9996689194,1,1,0.001349527665,0.669113216,3702,Arabidopsis thaliana,,,AT5G47630;AT3G51240;AT1G74960;AT5G46290;AT2G44620;AT4G23990;AT1G65290,AT5G13930,R-ATH-1120188
R-ATH-1119630,Resveratrol biosynthesis,0,1,7,19,8.21E-04,0.9867524116,0.9996689194,1,1,0.001349527665,0.669113216,3702,Arabidopsis thaliana,,,AT5G47630;AT3G51240;AT1G74960;AT5G46290;AT2G44620;AT4G23990;AT1G65290,AT5G13930,R-ATH-1121663
R-ATH-1119610,Biotin biosynthesis II,10,13,5,21,0.01067323481,0.9882472024,0.9996689194,4,4,0.005398110661,-0.3502125633,3702,Arabidopsis thaliana,AT2G43360;AT3G49680;AT3G08860;AT5G23670;AT1G08630;AT5G46180;AT3G48780;AT3G22200;AT5G57590;AT3G04520,AT2G43360;AT3G49680;AT3G08860;AT5G23670;AT1G08630;AT5G46180;AT3G48780;AT3G22200;AT5G57590;AT3G04520,AT5G23670;AT2G20860;AT5G50320;AT3G48780;AT5G57590,AT2G43360,R-ATH-1120881;R-ATH-1119870;R-ATH-1121121;R-ATH-1120139
R-ATH-1119402,Phospholipid biosynthesis I,4,16,11,23,0.013136289,0.988775824,0.9996689194,6,8,0.01079622132,0.3263093534,3702,Arabidopsis thaliana,AT1G62430;AT3G57650;AT4G16700;AT4G30580,AT1G62430;AT3G57650;AT4G16700;AT4G30580,AT4G18480;AT4G00400;AT3G57650;AT4G01950;AT1G02390;AT2G38110;AT3G11430;AT1G01610;AT5G06090;AT4G30580;AT1G06520,AT1G32200;AT5G60620,R-ATH-9025334;R-ATH-9025378;R-ATH-9025333;R-ATH-9025345;R-ATH-1121271;R-ATH-9025313
R-ATH-9030680,Crown root development,1,4,13,30,0.00328407225,0.989323586,0.9996689194,2,3,0.004048582996,0.08109420743,3702,Arabidopsis thaliana,AT1G65470,AT1G65470,AT4G29940;AT5G26210;AT1G14510;AT5G09740;AT3G19510;AT1G69770;AT5G64610;AT3G42790;AT5G05610;AT3G11200;AT1G54390;AT2G02470;AT5G20510,AT5G44800,R-ATH-9675324;R-ATH-9675456
R-ATH-1119496,Pantothenate biosynthesis I,4,4,16,41,0.00328407225,0.9897192443,0.9996689194,3,3,0.004048582996,0.1659898933,3702,Arabidopsis thaliana,AT3G49680;AT5G48840;AT3G61530;AT2G46110,AT3G49680;AT5G48840;AT3G61530;AT2G46110,AT1G31180;AT1G44900;AT1G31190;AT5G67520;AT1G80560;AT5G14200;AT5G03290;AT5G07460;AT2G37270;AT3G10050;AT5G62980;AT1G71750;AT3G11750;AT3G48560;AT3G11940;AT1G78370,AT5G48840;AT3G49680,R-ATH-1121514;R-ATH-1120902;R-ATH-1119703
R-ATH-1119544,Pantothenate biosynthesis II,4,4,16,41,0.00328407225,0.9897192443,0.9996689194,3,3,0.004048582996,0.1659898933,3702,Arabidopsis thaliana,AT3G49680;AT5G48840;AT3G61530;AT2G46110,AT3G49680;AT5G48840;AT3G61530;AT2G46110,AT1G31180;AT1G44900;AT1G31190;AT5G67520;AT1G80560;AT5G14200;AT5G03290;AT5G07460;AT2G37270;AT3G10050;AT5G62980;AT1G71750;AT3G11750;AT3G48560;AT3G11940;AT1G78370,AT5G48840;AT3G49680,R-ATH-1121514;R-ATH-1120902;R-ATH-1119703
R-ATH-9675782,Maturation,5,12,3,11,0.009852216749,0.9913270191,0.9996689194,3,3,0.004048582996,0.1648777644,3702,Arabidopsis thaliana,AT2G29570;AT1G07370;AT1G08130;AT1G78650;AT5G67100,AT2G29570;AT1G07370;AT1G08130;AT1G78650;AT5G67100,AT1G52500;AT2G27490;AT4G25120,AT5G26680;AT1G08840,R-ATH-9675887;R-ATH-9675814;R-ATH-9675853
R-ATH-9030693,Lateral root development,2,9,0,1,0.007389162562,0.9930558273,0.9996689194,2,5,0.006747638327,0.00637352,3702,Arabidopsis thaliana,AT4G03190;AT3G62980,AT4G03190;AT3G62980,,,R-ATH-9675358;R-ATH-9675463
R-ATH-1119415,Leucopelargonidin and leucocyanidin biosynthesis,1,1,1,10,8.21E-04,0.9962730902,0.9996689194,1,1,0.001349527665,1.094433312,3702,Arabidopsis thaliana,AT5G07990,AT5G07990,AT4G15393,AT5G07990,R-ATH-1120654
R-ATH-1119322,Leucodelphinidin biosynthesis,1,1,1,10,8.21E-04,0.9962730902,0.9996689194,1,1,0.001349527665,1.094433312,3702,Arabidopsis thaliana,AT5G07990,AT5G07990,AT4G15393,AT5G07990,R-ATH-1120654
R-ATH-9609573,Tricin biosynthesis,1,1,1,10,8.21E-04,0.9962730902,0.9996689194,1,1,0.001349527665,1.094433312,3702,Arabidopsis thaliana,AT5G07990,AT5G07990,AT4G15393,AT5G07990,R-ATH-9609613
R-ATH-2961031,Generation of precursor metabolites and energy,16,29,1,16,0.02380952381,0.9967912865,0.9996689194,8,10,0.01349527665,-0.04689207788,3702,Arabidopsis thaliana,AT3G09810;AT5G50950;AT4G00570;AT2G13560;AT5G65165;AT2G17130;AT2G18450;AT5G03290;AT2G47510;AT2G44350;AT4G35260;AT1G48030;AT3G17240;AT5G40650;AT4G35830;AT3G27380,AT3G09810;AT5G50950;AT4G00570;AT2G13560;AT5G65165;AT2G17130;AT2G18450;AT5G03290;AT2G47510;AT2G44350;AT4G35260;AT1G48030;AT3G17240;AT5G40650;AT4G35830;AT3G27380,AT3G21720,AT4G35830,R-ATH-1120092;R-ATH-1169121;R-ATH-5146775;R-ATH-1120492;R-ATH-1119632;R-ATH-1120194;R-ATH-1120286;R-ATH-1121548
R-ATH-1119533,TCA cycle (plant),16,29,1,16,0.02380952381,0.9967912865,0.9996689194,7,9,0.01214574899,-0.04689207788,3702,Arabidopsis thaliana,AT3G09810;AT5G50950;AT4G00570;AT2G13560;AT5G65165;AT2G17130;AT2G18450;AT5G03290;AT2G47510;AT2G44350;AT4G35260;AT1G48030;AT3G17240;AT5G40650;AT4G35830;AT3G27380,AT3G09810;AT5G50950;AT4G00570;AT2G13560;AT5G65165;AT2G17130;AT2G18450;AT5G03290;AT2G47510;AT2G44350;AT4G35260;AT1G48030;AT3G17240;AT5G40650;AT4G35830;AT3G27380,AT3G21720,AT4G35830,R-ATH-1120092;R-ATH-5146775;R-ATH-1120492;R-ATH-1119632;R-ATH-1120194;R-ATH-1120286;R-ATH-1121548
R-ATH-5654909,Xylan biosynthesis,2,5,9,27,0.004105090312,0.9974971417,0.9996689194,2,3,0.004048582996,0.1126017905,3702,Arabidopsis thaliana,AT2G37090;AT1G27600,AT2G37090;AT1G27600,AT3G28340;AT4G33030;AT1G02720;AT1G13250;AT3G62660;AT3G50760;AT1G24170;AT1G19300;AT4G02130,AT4G33330,R-ATH-5654956;R-ATH-5654971
R-ATH-1119444,Canavanine biosynthesis,1,3,4,18,0.002463054187,0.9983482361,0.9996689194,2,2,0.002699055331,-0.068209934,3702,Arabidopsis thaliana,AT3G20330,AT3G20330,AT2G19480;AT5G46180;AT3G57560;AT1G80600,AT4G24830,R-ATH-1120999;R-ATH-1120184
R-ATH-1119418,Suberin biosynthesis,6,7,12,41,0.005747126437,0.9992723485,0.9996689194,4,4,0.005398110661,0.1491568038,3702,Arabidopsis thaliana,AT5G04230;AT3G10340;AT3G21230;AT2G37040;AT1G65060;AT3G53260,AT5G04230;AT3G10340;AT3G21230;AT2G37040;AT1G65060;AT3G53260,AT5G05690;AT3G14650;AT3G14660;AT5G36110;AT5G38970;AT1G51680;AT4G15393;AT2G37040;AT2G26740;AT1G78490;AT2G40890;AT1G80820,AT2G30490,R-ATH-1121572;R-ATH-1120727;R-ATH-1120716;R-ATH-1120971
R-ATH-1119319,Alanine biosynthesis III,0,2,20,52,0.001642036125,0.9995314907,0.9996689194,2,2,0.002699055331,0.00444767595,3702,Arabidopsis thaliana,,,AT1G31190;AT3G21070;AT3G22460;AT1G10500;AT5G63980;AT5G63570;AT4G09320;AT3G02870;AT4G22220;AT2G13360;AT3G04940;AT5G60600;AT5G28020;AT2G38050;AT5G63310;AT1G79530;AT4G39120;AT1G02560;AT4G35630;AT1G01620,AT5G65720;AT1G08490,R-ATH-5606285;R-ATH-5606288
R-ATH-5608118,Auxin signalling,11,36,0,0,0.02955665025,0.9995531719,0.9996689194,5,6,0.008097165992,0.1035153804,3702,Arabidopsis thaliana,AT4G35020;AT4G03190;AT2G17800;AT2G01420;AT3G62980;AT1G70940;AT3G51300;AT1G12820;AT4G35950;AT1G23080;AT1G73590,AT4G35020;AT4G03190;AT2G17800;AT2G01420;AT3G62980;AT1G70940;AT3G51300;AT1G12820;AT4G35950;AT1G23080;AT1G73590,,,R-ATH-5679295;R-ATH-5608104;R-ATH-5608171;R-ATH-5608177;R-ATH-5608175
R-ATH-8986768,Anther and pollen development,0,3,1,8,0.002463054187,0.9995751286,0.9996689194,1,3,0.004048582996,-0.409867124,3702,Arabidopsis thaliana,,,AT2G01180,AT5G43060,R-ATH-8986690
R-ATH-1119316,Phenylpropanoid biosynthesis,6,8,4,26,0.006568144499,0.9995801909,0.9996689194,7,11,0.01484480432,0.0721339159,3702,Arabidopsis thaliana,AT4G36220;AT1G15950;AT3G19450;AT2G40890;AT1G80820;AT4G34230,AT4G36220;AT1G15950;AT3G19450;AT2G40890;AT1G80820;AT4G34230,AT5G36110;AT1G51680;AT5G42650;AT2G26740,AT2G40890,R-ATH-1120226;R-ATH-1120112;R-ATH-1120189;R-ATH-1120504;R-ATH-1121626;R-ATH-1120627;R-ATH-1121028
R-ATH-9675824,DNA replication Initiation,8,15,10,36,0.01231527094,0.9996689194,0.9996689194,5,5,0.006747638327,0.1182702357,3702,Arabidopsis thaliana,AT1G44900;AT3G25100;AT5G22110;AT4G02060;AT5G49010;AT5G67100;AT2G07690;AT1G80190,AT1G44900;AT3G25100;AT5G22110;AT4G02060;AT5G49010;AT5G67100;AT2G07690;AT1G80190,AT1G50430;AT5G20990;AT3G13380;AT4G04920;AT5G27640;AT5G25780;AT5G02100;AT1G05300;AT4G17970;AT2G29120,AT3G25100;AT3G12530;AT1G80190,R-ATH-9675817;R-ATH-9675804;R-ATH-9675879;R-ATH-9675791;R-ATH-9675867
R-ATH-1119582,"Phenylpropanoid biosynthesis, initial reactions",4,5,12,41,0.004105090312,0.9996703581,0.9996703581,2,2,0.002699055331,0.09533456725,3702,Arabidopsis thaliana,AT5G04230;AT3G10340;AT2G37040;AT3G53260,AT5G04230;AT3G10340;AT2G37040;AT3G53260,AT5G05690;AT3G14650;AT3G14660;AT5G36110;AT5G38970;AT1G51680;AT4G15393;AT2G37040;AT2G26740;AT1G78490;AT2G40890;AT1G80820,AT2G30490,R-ATH-1120727;R-ATH-1120971
R-ATH-1119574,UDP-L-arabinose biosynthesis and transport,4,20,10,27,0.01642036125,0.9996762399,0.9996762399,3,7,0.009446693657,-0.07020583921,3702,Arabidopsis thaliana,AT3G02230;AT5G15650;AT4G16130;AT5G52560,AT3G02230;AT5G15650;AT4G16130;AT5G52560,AT3G10700;AT1G01220;AT1G12780;AT1G64440;AT2G26930;AT4G10960;AT4G23920;AT5G27450;AT3G01640;AT1G63180,AT4G16130,R-ATH-1120098;R-ATH-1120873;R-ATH-9681879
R-ATH-3899368,ABA biosynthesis and mediated signaling,11,19,1,20,0.01559934319,0.9996981473,0.9996981473,5,7,0.009446693657,-0.2712580678,3702,Arabidopsis thaliana,AT1G12480;AT3G14440;AT4G26080;AT1G72770;AT3G50500;AT1G17550;AT1G30100;AT4G33950;AT5G66880;AT1G78390;AT5G57050,AT1G12480;AT3G14440;AT4G26080;AT1G72770;AT3G50500;AT1G17550;AT1G30100;AT4G33950;AT5G66880;AT1G78390;AT5G57050,AT3G61460,AT1G52340,R-ATH-3899370;R-ATH-3899340;R-ATH-3899352;R-ATH-1120824;R-ATH-1119765
R-ATH-8868860,Auxin transport,3,13,0,5,0.01067323481,0.9997144259,0.9997144259,3,4,0.005398110661,0.3904532823,3702,Arabidopsis thaliana,AT1G75500;AT5G57090;AT5G24380,AT1G75500;AT5G57090;AT5G24380,,,R-ATH-8868959;R-ATH-8858107;R-ATH-8858079
R-ATH-9608575,Reproductive meristem phase change,4,12,7,25,0.009852216749,0.9997147532,0.9997147532,5,8,0.01079622132,0.1034893877,3702,Arabidopsis thaliana,AT4G03190;AT3G62980;AT5G28640;AT1G12820,AT4G03190;AT3G62980;AT5G28640;AT1G12820,AT1G22770;AT3G47500;AT3G61890;AT1G06040;AT3G07360;AT5G44190;AT2G38460,AT2G28550,R-ATH-9608623;R-ATH-9658959;R-ATH-9608618;R-ATH-9658961;R-ATH-9608587
R-ATH-1119403,Removal of superoxide radicals,5,6,32,79,0.004926108374,0.9997432191,0.9997432191,3,3,0.004048582996,0.0260797483,3702,Arabidopsis thaliana,AT4G25100;AT3G10920;AT5G23310;AT2G28190;AT1G08830,AT4G25100;AT3G10920;AT5G23310;AT2G28190;AT1G08830,AT4G24770;AT1G05180;AT5G17870;AT2G28190;AT1G07140;AT4G05050;AT2G36530;AT2G44790;AT5G04590;AT5G60600;AT5G61410;AT5G43940;AT4G14880;AT3G13920;AT3G10920;AT4G26840;AT2G38140;AT4G09320;AT5G06290;AT4G35450;AT1G22780;AT2G46820;AT3G12780;AT1G79850;AT1G50010;AT2G40100;AT5G12140;AT4G34720;AT1G47128;AT1G05300;AT5G09810;AT1G08830,AT1G08830;AT3G10920,R-ATH-9607107;R-ATH-9607082;R-ATH-1120097
R-ATH-9613003,Detoxification,7,10,32,80,0.008210180624,0.9998329739,0.9998329739,6,6,0.008097165992,0.02247613495,3702,Arabidopsis thaliana,AT3G10920;AT4G25100;AT5G23310;AT2G28190;AT1G64060;AT1G09090;AT1G08830,AT3G10920;AT4G25100;AT5G23310;AT2G28190;AT1G64060;AT1G09090;AT1G08830,AT4G24770;AT1G05180;AT5G17870;AT2G28190;AT1G07140;AT4G05050;AT2G36530;AT2G44790;AT5G04590;AT5G60600;AT5G61410;AT5G43940;AT4G14880;AT3G13920;AT3G10920;AT4G26840;AT2G38140;AT4G09320;AT5G06290;AT4G35450;AT1G22780;AT2G46820;AT3G12780;AT1G79850;AT1G50010;AT2G40100;AT5G12140;AT4G34720;AT1G47128;AT1G05300;AT5G09810;AT1G08830,AT1G08830;AT3G10920,R-ATH-9607107;R-ATH-9607082;R-ATH-9607172;R-ATH-1120097;R-ATH-9607083;R-ATH-9607109
R-ATH-9607141,Reactive oxygen species (ROS) homeostasis,7,10,32,80,0.008210180624,0.9998329739,0.9998329739,6,6,0.008097165992,0.02247613495,3702,Arabidopsis thaliana,AT3G10920;AT4G25100;AT5G23310;AT2G28190;AT1G64060;AT1G09090;AT1G08830,AT3G10920;AT4G25100;AT5G23310;AT2G28190;AT1G64060;AT1G09090;AT1G08830,AT4G24770;AT1G05180;AT5G17870;AT2G28190;AT1G07140;AT4G05050;AT2G36530;AT2G44790;AT5G04590;AT5G60600;AT5G61410;AT5G43940;AT4G14880;AT3G13920;AT3G10920;AT4G26840;AT2G38140;AT4G09320;AT5G06290;AT4G35450;AT1G22780;AT2G46820;AT3G12780;AT1G79850;AT1G50010;AT2G40100;AT5G12140;AT4G34720;AT1G47128;AT1G05300;AT5G09810;AT1G08830,AT1G08830;AT3G10920,R-ATH-9607107;R-ATH-9607082;R-ATH-9607172;R-ATH-1120097;R-ATH-9607083;R-ATH-9607109
R-ATH-5654828,Strigolactone signaling,2,11,2,11,0.009031198686,0.9998637437,0.9998637437,4,5,0.006747638327,-0.289977397,3702,Arabidopsis thaliana,AT1G15750;AT2G42620,AT1G15750;AT2G42620,AT4G36800;AT5G05410,AT2G42620;AT1G64230,R-ATH-5654857;R-ATH-5654810;R-ATH-5654806;R-ATH-5654804
R-ATH-9618218,Arsenic uptake and detoxification,5,22,0,3,0.01806239737,0.9998898045,0.9998898045,2,7,0.009446693657,-0.0850565986,3702,Arabidopsis thaliana,AT1G30410;AT1G30420;AT2G34660;AT1G30400;AT4G35100,AT1G30410;AT1G30420;AT2G34660;AT1G30400;AT4G35100,,,R-ATH-9618147;R-ATH-9618207
R-ATH-8868949,Intracellular auxin transport,1,8,0,5,0.006568144499,0.9998966157,0.9998966157,1,2,0.002699055331,0.555147309,3702,Arabidopsis thaliana,AT1G75500,AT1G75500,,,R-ATH-8868959
R-ATH-9612650,Responses to stimuli: biotic stimuli and stresses,4,14,22,56,0.01149425287,0.999908174,0.999908174,12,14,0.01889338731,0.009855345923,3702,Arabidopsis thaliana,AT4G28950;AT3G46510;AT1G09090;AT1G08830,AT4G28950;AT3G46510;AT1G09090;AT1G08830,AT3G10920;AT4G24770;AT1G05180;AT4G26840;AT5G17870;AT2G28190;AT2G38140;AT4G09320;AT5G06290;AT4G05050;AT2G44790;AT5G04590;AT1G22780;AT5G60600;AT2G46820;AT3G12780;AT1G79850;AT5G61410;AT2G40100;AT1G47128;AT1G05300;AT4G14880,AT1G08830,R-ATH-9611486;R-ATH-9611415;R-ATH-9611501;R-ATH-9611522;R-ATH-9611569;R-ATH-9611536;R-ATH-1120097;R-ATH-9611585;R-ATH-9611576;R-ATH-9611461;R-ATH-9611507;R-ATH-9611583
R-ATH-9611432,Recognition of fungal and bacterial pathogens and immunity response,4,14,22,56,0.01149425287,0.999908174,0.999908174,12,14,0.01889338731,0.009855345923,3702,Arabidopsis thaliana,AT4G28950;AT3G46510;AT1G09090;AT1G08830,AT4G28950;AT3G46510;AT1G09090;AT1G08830,AT3G10920;AT4G24770;AT1G05180;AT4G26840;AT5G17870;AT2G28190;AT2G38140;AT4G09320;AT5G06290;AT4G05050;AT2G44790;AT5G04590;AT1G22780;AT5G60600;AT2G46820;AT3G12780;AT1G79850;AT5G61410;AT2G40100;AT1G47128;AT1G05300;AT4G14880,AT1G08830,R-ATH-9611486;R-ATH-9611415;R-ATH-9611501;R-ATH-9611522;R-ATH-9611569;R-ATH-9611536;R-ATH-1120097;R-ATH-9611585;R-ATH-9611576;R-ATH-9611461;R-ATH-9611507;R-ATH-9611583
R-ATH-9608520,Abscisic acid homeostasis,3,9,1,14,0.007389162562,0.9999239383,0.9999239383,2,3,0.004048582996,-0.185401308,3702,Arabidopsis thaliana,AT3G14440;AT1G30100;AT1G78390,AT3G14440;AT1G30100;AT1G78390,AT3G61460,AT1G52340,R-ATH-1120824;R-ATH-1119765
R-ATH-1119374,Abscisic acid biosynthesis,3,9,1,14,0.007389162562,0.9999239383,0.9999239383,2,3,0.004048582996,-0.185401308,3702,Arabidopsis thaliana,AT3G14440;AT1G30100;AT1G78390,AT3G14440;AT1G30100;AT1G78390,AT3G61460,AT1G52340,R-ATH-1120824;R-ATH-1119765
R-ATH-1119260,Cardiolipin biosynthesis,4,7,8,36,0.005747126437,0.9999506879,0.9999506879,4,4,0.005398110661,0.1373813176,3702,Arabidopsis thaliana,AT1G62430;AT2G39290;AT3G55030;AT4G04870,AT1G62430;AT2G39290;AT3G55030;AT4G04870,AT3G55010;AT4G16700;AT5G52100;AT1G75380;AT1G68000;AT1G07320;AT1G13950;AT1G65290,AT3G58830;AT4G04870,R-ATH-1120883;R-ATH-1119840;R-ATH-8853975;R-ATH-1121271
R-ATH-1119379,Flavin biosynthesis,4,8,21,64,0.006568144499,0.999969314,0.999969314,5,6,0.008097165992,0.03450444112,3702,Arabidopsis thaliana,AT2G44050;AT5G64300;AT4G20960;AT4G21470,AT2G44050;AT5G64300;AT4G20960;AT4G21470,AT1G36370;AT5G26880;AT3G17390;AT5G26780;AT5G63570;AT2G19570;AT1G22020;AT5G60600;AT3G14550;AT5G64300;AT1G49530;AT4G13930;AT5G11380;AT4G36810;AT4G37930;AT4G32520;AT1G51390;AT1G02560;AT4G35630;AT4G15560;AT3G47390,AT4G20960;AT2G44050,R-ATH-1120748;R-ATH-1120864;R-ATH-1120673;R-ATH-1120891;R-ATH-1120402
R-ATH-9675781,S phase,14,29,13,47,0.02380952381,0.9999797239,0.9999797239,14,14,0.01889338731,0.1237797096,3702,Arabidopsis thaliana,AT1G44900;AT2G29570;AT3G25100;AT1G07370;AT5G27740;AT5G22110;AT1G08130;AT4G02060;AT5G49010;AT5G67100;AT1G80190;AT1G77470;AT1G78650;AT2G07690,AT1G44900;AT2G29570;AT3G25100;AT1G07370;AT5G27740;AT5G22110;AT1G08130;AT4G02060;AT5G49010;AT5G67100;AT1G80190;AT1G77470;AT1G78650;AT2G07690,AT5G20990;AT2G27490;AT4G04920;AT5G27640;AT5G25780;AT4G25120;AT1G50430;AT1G52500;AT3G13380;AT5G02100;AT1G05300;AT4G17970;AT2G29120,AT3G25100;AT5G26680;AT3G12530;AT1G08840;AT1G80190,R-ATH-9675804;R-ATH-9675791;R-ATH-9675801;R-ATH-9675780;R-ATH-9675800;R-ATH-9675841;R-ATH-9675890;R-ATH-9675887;R-ATH-9675817;R-ATH-9675879;R-ATH-9675814;R-ATH-9675867;R-ATH-9675859;R-ATH-9675853
